"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p"
"Rnf6",0.0135962853246579,-0.883345792883219,0.038,0.103,1,"Not significant",0
"Dcun1d5",0.0136206160630467,-0.967879303094887,0.064,0.138,1,"Not significant",0
"Eif4b",0.0136681510916171,-1.0494389327345,0.077,0.152,1,"Not significant",0
"Srsf4",0.0136697767825273,-0.942523728817993,0.077,0.154,1,"Not significant",0
"Galnt9",0.013712811859795,-0.895729517339052,0.077,0.154,1,"Not significant",0
"Jakmip3",0.0137179495601376,-0.395588449683791,0.205,0.317,1,"Not significant",0
"Prkag1",0.0137281925450524,0.862813155365609,0.308,0.228,1,"Not significant",0
"Epb41l5",0.013745961074077,-0.863668308106753,0.071,0.147,1,"Not significant",0
"Gpatch1",0.0137650494641884,-0.411607706124723,0.147,0.25,1,"Not significant",0
"Rxylt1",0.0137930312079721,-0.497852569218391,0.128,0.222,1,"Not significant",0
"Trnau1ap",0.0138221570017083,-1.15464781470061,0.051,0.119,1,"Not significant",0
"Gm17018",0.013822180603858,-1.19528979919796,0.051,0.119,1,"Not significant",0
"Sertad2",0.0138388824247521,-0.93945089476837,0.038,0.103,1,"Not significant",0
"Tln2",0.0138445068335996,-0.277083890361607,0.224,0.354,1,"Not significant",0
"B230334C09Rik",0.0138663685458223,-0.711865324938866,0.083,0.165,1,"Not significant",0
"Ephb2",0.0139282947760205,-0.319025167620205,0.256,0.385,1,"Not significant",0
"Miga2",0.0139584833629504,-0.361299750636889,0.179,0.286,1,"Not significant",0
"4732463B04Rik",0.0139610767316893,-1.2827526404483,0.045,0.11,1,"Not significant",0
"Prkar1b",0.0139613334344391,-0.345652534261754,0.269,0.389,1,"Not significant",0
"Ap2a2",0.0140477739902963,-0.484796416392945,0.16,0.261,1,"Not significant",0
"Orc4",0.014056718226834,-0.468308293604376,0.109,0.202,1,"Not significant",0
"Lncpint",0.0140597243948986,-0.0388043845509822,0.481,0.675,1,"Not significant",0
"Dnajc8",0.0141305994141555,-0.682955098564201,0.115,0.204,1,"Not significant",0
"Ubxn2b",0.0141412625256716,-0.865141197505629,0.051,0.121,1,"Not significant",0
"Nap1l5",0.014151089546542,-0.406186581696578,0.224,0.338,1,"Not significant",0
"Ralgapa1",0.0141623792719704,-0.144117147208444,0.481,0.686,1,"Not significant",0
"4930444P10Rik",0.0141899802669683,-1.21765761222641,0.045,0.11,1,"Not significant",0
"Tmlhe",0.0142004175221555,-0.506491487492264,0.109,0.198,1,"Not significant",0
"Nelfb",0.0142015146098558,-0.533159437954344,0.077,0.158,1,"Not significant",0
"Glra3",0.0142074628150424,-0.922271304791544,0.135,0.222,1,"Not significant",0
"Synpr",0.0142191547732554,-0.729268371200311,0.064,0.138,1,"Not significant",0
"Heatr6",0.0142338433851763,-0.545787046282093,0.186,0.292,1,"Not significant",0
"Secisbp2l",0.0142869142516972,-0.743726423894002,0.103,0.187,1,"Not significant",0
"Eefsec",0.0143173870183631,-0.832719719813252,0.103,0.185,1,"Not significant",0
"Gm14410",0.0143211408955234,-0.814199631842453,0.064,0.138,1,"Not significant",0
"B3gat3",0.0143351059365126,-0.798630829233971,0.058,0.13,1,"Not significant",0
"Stk40",0.0143422202460692,1.03026990121717,0.179,0.108,1,"Not significant",0
"Gpx3",0.0143464298176106,-1.29482547274887,0.038,0.101,1,"Not significant",0
"Mef2c",0.014346630021937,-1.54892675381266,0.038,0.101,1,"Not significant",0
"Gm11508",0.0143798373283963,-0.123554045599045,0.212,0.341,1,"Not significant",0
"Ranbp9",0.0143838222737446,-0.888312045776569,0.083,0.161,1,"Not significant",0
"Sorcs3",0.0143905687858666,-0.495095083187182,0.295,0.4,1,"Not significant",0
"Pepd",0.0143971475066968,-0.983785694004248,0.058,0.128,1,"Not significant",0
"Slitrk1",0.0144134724344799,-0.964676871056543,0.058,0.128,1,"Not significant",0
"Ptpn13",0.0144506050325282,-1.2705779265022,0.038,0.101,1,"Not significant",0
"Sh3pxd2a",0.0144540538894446,-0.908007847117489,0.103,0.183,1,"Not significant",0
"Pura",0.0145317171923429,-0.525210684838853,0.167,0.268,1,"Not significant",0
"Cc2d1a",0.0145530506925122,0.902890594740944,0.314,0.239,1,"Not significant",0
"Ptpn2",0.0146217117751206,-0.780252299919116,0.09,0.171,1,"Not significant",0
"Arel1",0.0146847974493541,-0.954281699694165,0.077,0.152,1,"Not significant",0
"Dcakd",0.0147080743608939,-0.766038440699415,0.083,0.163,1,"Not significant",0
"Dlg5",0.0148525340513646,-0.425587418619754,0.179,0.286,1,"Not significant",0
"Zbtb9",0.0148903396561765,-0.517217894085322,0.103,0.191,1,"Not significant",0
"Fbxo25",0.0149273029723156,-1.00264472125556,0.051,0.119,1,"Not significant",0
"Bbof1",0.0149726586218674,-0.613791153780375,0.128,0.218,1,"Not significant",0
"Riok3",0.0150134633809181,-0.439596996962848,0.212,0.319,1,"Not significant",0
"Hectd1",0.0150373049611456,-0.509800422522839,0.186,0.292,1,"Not significant",0
"Synj2bp",0.0150539844207294,-0.349866836306836,0.192,0.303,1,"Not significant",0
"Mdm2",0.0150851883889211,-0.550132516558057,0.128,0.22,1,"Not significant",0
"Thbs3",0.0150955874189907,-0.865141197505629,0.051,0.119,1,"Not significant",0
"Ldb1",0.0151289268899055,-0.798630829233971,0.064,0.138,1,"Not significant",0
"Ncoa6",0.015161592064478,-0.288399203589441,0.244,0.372,1,"Not significant",0
"Zmiz2",0.0153961448602893,-0.447676960832245,0.154,0.251,1,"Not significant",0
"Pik3cb",0.0154520076094706,-0.873361704310597,0.045,0.11,1,"Not significant",0
"Iars2",0.0154755372096529,-0.517217894085322,0.186,0.284,1,"Not significant",0
"Aldh4a1",0.0154831644851059,-0.445833260848557,0.135,0.231,1,"Not significant",0
"Stk32a",0.0154933424195163,-1.18135060824009,0.058,0.127,1,"Not significant",0
"Mpzl1",0.0155200268354903,-1.00264472125556,0.045,0.11,1,"Not significant",0
"Ammecr1l",0.0155499897357694,-0.654721417835257,0.096,0.18,1,"Not significant",0
"Lrp6",0.0155602968648395,-0.795202641385087,0.083,0.161,1,"Not significant",0
"Mapk11",0.0155670106755232,-0.517217894085322,0.103,0.189,1,"Not significant",0
"Taf3",0.015600432067704,-0.648462427363575,0.096,0.18,1,"Not significant",0
"Aqr",0.0156172419258206,-1.0340088921649,0.077,0.15,1,"Not significant",0
"Elp4",0.0156279676286719,-0.429345138059988,0.199,0.303,1,"Not significant",0
"Agap3",0.0156379414280234,0.712787711361001,0.417,0.338,1,"Not significant",0
"Oprm1",0.0156522465047794,-0.634711457103763,0.135,0.228,1,"Not significant",0
"Mrtfa",0.0156885296157512,-0.484796416392945,0.122,0.213,1,"Not significant",0
"Idh3b",0.0157016998547848,-0.985366729823729,0.071,0.143,1,"Not significant",0
"Mgat4a",0.0157028945502896,-0.443217312641545,0.115,0.206,1,"Not significant",0
"Osbpl11",0.0157229460038256,-0.839145988972684,0.058,0.128,1,"Not significant",0
"Stim2",0.0157926019159001,-1.15464781470061,0.051,0.117,1,"Not significant",0
"Cds1",0.0157926019159001,-1.15464781470061,0.051,0.117,1,"Not significant",0
"Edrf1",0.0158656261933403,-0.697790139727143,0.09,0.171,1,"Not significant",0
"1600020E01Rik",0.0158988428011518,-0.805343280881947,0.096,0.176,1,"Not significant",0
"Flywch1",0.0159172266427306,0.562892280877942,0.468,0.402,1,"Not significant",0
"B3galt5",0.0159192164709792,-0.749878650875597,0.077,0.154,1,"Not significant",0
"Tada3",0.0159334687963602,-1.13388925453382,0.051,0.117,1,"Not significant",0
"Eprs",0.0159391687298796,1.02110388151705,0.404,0.341,1,"Not significant",0
"Dvl3",0.015950573293187,-1.00264472125556,0.071,0.143,1,"Not significant",0
"Clu",0.0160019105379234,-0.780252299919116,0.064,0.136,1,"Not significant",0
"Ubr5",0.0160407436593646,0.40227273830283,0.635,0.675,1,"Not significant",0
"Tet3",0.016059418545025,0.296915560603344,0.256,0.391,1,"Not significant",0
"Bckdha",0.0160604697728541,-0.760074417981486,0.051,0.119,1,"Not significant",0
"Rsf1",0.0160607917330229,-0.245042834395059,0.237,0.363,1,"Not significant",0
"Cep250",0.0160719038769706,0.750262416779664,0.378,0.308,1,"Not significant",0
"Ints6l",0.0161442701994533,-0.334564587800088,0.16,0.261,1,"Not significant",0
"Nalcn",0.0161589619885656,-0.19528979919796,0.615,0.806,1,"Not significant",0
"Zfp60",0.0162178551744615,-1.09145398821342,0.051,0.117,1,"Not significant",0
"Chordc1",0.0162202487332612,-0.599011985248969,0.122,0.211,1,"Not significant",0
"Cntln",0.0162476780340857,-0.667358243513183,0.167,0.259,1,"Not significant",0
"Eogt",0.0162822562483737,-0.676416488934576,0.045,0.11,1,"Not significant",0
"Ints8",0.0162854884786045,-0.654721417835257,0.096,0.178,1,"Not significant",0
"Afmid",0.0162965496929071,-0.584332089943859,0.096,0.178,1,"Not significant",0
"Sh3glb1",0.016304634078151,-0.525210684838853,0.167,0.268,1,"Not significant",0
"Usp2",0.0163098618630839,1.21974770008088,0.109,0.055,1,"Not significant",0
"Tlk1",0.0163118839548543,-0.811961159646454,0.071,0.145,1,"Not significant",0
"Ercc4",0.0163279997436483,-0.937793576905596,0.071,0.143,1,"Not significant",0
"Col4a3bp",0.0163310510831973,-0.544439362820346,0.096,0.18,1,"Not significant",0
"Tnik",0.016365623596862,-0.153962936909024,0.654,0.859,1,"Not significant",0
"Gm15155",0.0164159446669481,-0.605573768506169,0.064,0.136,1,"Not significant",0
"Clcn5",0.0164575015562148,-0.81677817594423,0.058,0.128,1,"Not significant",0
"Tigd2",0.016533308316357,-1.17256972269788,0.045,0.108,1,"Not significant",0
"Tm6sf1",0.0165400901029404,-0.804099041873484,0.038,0.101,1,"Not significant",0
"Dgke",0.016556610725687,-0.497852569218391,0.147,0.242,1,"Not significant",0
"Csmd2",0.0165987331824189,-0.252755380196538,0.577,0.763,1,"Not significant",0
"Por",0.0166430479802277,-0.181614862300883,0.205,0.314,1,"Not significant",0
"Mink1",0.0166997400656067,0.883320035498407,0.276,0.198,1,"Not significant",0
"Ap3m2",0.0167273176459097,-0.742777594500453,0.058,0.128,1,"Not significant",0
"Tmem87b",0.0167384581287262,-0.610327298476804,0.103,0.187,1,"Not significant",0
"Miga1",0.0167682175685015,-0.423095716720772,0.173,0.275,1,"Not significant",0
"Ufsp2",0.016792010071131,-0.853501281949754,0.09,0.167,1,"Not significant",0
"Tacc2",0.0167930339979147,-0.44720817283758,0.167,0.268,1,"Not significant",0
"Rad50",0.01679425735184,-1.10955992517208,0.077,0.149,1,"Not significant",0
"Klhdc4",0.0168064325109344,1.06774460663583,0.122,0.064,1,"Not significant",0
"Azin2",0.016858867563064,-0.559862231493816,0.09,0.172,1,"Not significant",0
"Ptpn9",0.016863162247772,-0.265679127089357,0.186,0.299,1,"Not significant",0
"Capn7",0.0169796723173759,-0.597388242769305,0.103,0.187,1,"Not significant",0
"Khdc4",0.0169841174438099,-0.672103496063493,0.167,0.257,1,"Not significant",0
"Hnrnpm",0.0170491655647695,-0.455817349421179,0.231,0.338,1,"Not significant",0
"Ndfip2",0.0170695502878947,-0.780252299919116,0.051,0.119,1,"Not significant",0
"Hnrnpdl",0.0171485738525566,-0.186676668893252,0.321,0.459,1,"Not significant",0
"Actr8",0.0171688224984212,-0.914108046653907,0.058,0.127,1,"Not significant",0
"Lpcat1",0.0171791944271549,-0.839145988972684,0.083,0.16,1,"Not significant",0
"Fkbp4",0.01719776220385,-1.09145398821342,0.045,0.108,1,"Not significant",0
"Cbx5",0.0172383694298573,-0.557859878582668,0.135,0.226,1,"Not significant",0
"C2cd2l",0.0173245728267932,-0.960824545560937,0.051,0.117,1,"Not significant",0
"Srek1",0.0173273507657164,0.451581237404169,0.635,0.661,1,"Not significant",0
"Evi5",0.0173472151825149,-0.41030269016881,0.128,0.218,1,"Not significant",0
"Sfi1",0.0174215898583054,-0.224436144857476,0.192,0.305,1,"Not significant",0
"Prrc1",0.0174772343447325,-0.93945089476837,0.051,0.117,1,"Not significant",0
"Ubxn4",0.0175290345374862,-0.123033710156449,0.295,0.448,1,"Not significant",0
"Rnf41",0.0175513823757664,-0.73718357802723,0.09,0.167,1,"Not significant",0
"Mtg2",0.0176138323988267,-1.0494389327345,0.077,0.149,1,"Not significant",0
"Parg",0.0176208941965282,-0.593839175688235,0.109,0.194,1,"Not significant",0
"Zdhhc18",0.0176470409076643,-0.853501281949754,0.083,0.16,1,"Not significant",0
"Ap3s1",0.0176583531560849,-0.635862390583941,0.058,0.127,1,"Not significant",0
"Coro2a",0.0176698274273968,-0.877113839171705,0.058,0.127,1,"Not significant",0
"Araf",0.0177278061514369,-0.262121307676168,0.218,0.332,1,"Not significant",0
"Cntn3",0.017729475419515,-0.652569746980208,0.224,0.328,1,"Not significant",0
"Slc50a1",0.0177546437199301,-0.453087556665607,0.096,0.18,1,"Not significant",0
"Gm30382",0.0177972670228888,-1.26137898965573,0.083,0.156,1,"Not significant",0
"Tcf3",0.0178168234277347,-0.680716626368201,0.071,0.145,1,"Not significant",0
"Tenm4",0.0178313960867976,-0.268304596496181,0.763,0.85,1,"Not significant",0
"Matr3",0.0178411397060974,-0.673337096002604,0.16,0.25,1,"Not significant",0
"Pigt",0.0178681475755754,-1.17511191726033,0.051,0.116,1,"Not significant",0
"Usp31",0.0178681475755754,-1.17511191726033,0.051,0.116,1,"Not significant",0
"Dgcr2",0.0178744472536651,-0.647802003895467,0.09,0.167,1,"Not significant",0
"Nrsn1",0.017934444656052,-0.533159437954344,0.077,0.154,1,"Not significant",0
"Cisd2",0.017953662212503,-0.967879303094887,0.071,0.141,1,"Not significant",0
"Cox10",0.0179734322339665,-0.925682739440679,0.051,0.117,1,"Not significant",0
"Mthfd1",0.0179754111891939,-0.798630829233971,0.064,0.134,1,"Not significant",0
"Trpm2",0.0179758356071093,-0.590149416539173,0.128,0.218,1,"Not significant",0
"Ndufv3",0.0179840277462139,-0.502718324390207,0.083,0.163,1,"Not significant",0
"A330008L17Rik",0.0180068423951678,-0.934375445238535,0.147,0.233,1,"Not significant",0
"Dstyk",0.0180286597780187,-0.835747412510819,0.09,0.167,1,"Not significant",0
"Tox4",0.018036486339284,-0.241583451471895,0.077,0.158,1,"Not significant",0
"Soga1",0.0180587595996659,-0.507880029505986,0.141,0.233,1,"Not significant",0
"Ubap2l",0.0180752050877182,-0.19528979919796,0.237,0.365,1,"Not significant",0
"Plod3",0.0181510676237414,-0.517217894085322,0.064,0.136,1,"Not significant",0
"Iws1",0.0182805184122371,-0.244758475462259,0.16,0.266,1,"Not significant",0
"Lrrfip1",0.018340333533795,-0.143403057532991,0.314,0.473,1,"Not significant",0
"Pot1b",0.0183475837716855,-1.11282763900599,0.051,0.116,1,"Not significant",0
"Ppm1l",0.0184005559009378,-0.312859395579136,0.205,0.31,1,"Not significant",0
"Ogdhl",0.0184447882587618,0.871824396660578,0.244,0.169,1,"Not significant",0
"Psmc1",0.0184889490143453,-0.728721999279034,0.083,0.16,1,"Not significant",0
"Spns2",0.0185904506570086,-0.648462427363575,0.109,0.191,1,"Not significant",0
"Atxn3",0.0186820070983503,-0.954281699694165,0.077,0.149,1,"Not significant",0
"Prpf40b",0.0187492419710844,0.713562312743845,0.404,0.35,1,"Not significant",0
"Serbp1",0.0188268927855744,-0.485966960100882,0.128,0.218,1,"Not significant",0
"Taok2",0.0188982302442517,-0.400964825589474,0.135,0.231,1,"Not significant",0
"Pde10a",0.0189065170042374,0.877876613364012,0.66,0.648,1,"Not significant",0
"Dnajc10",0.018966195529558,-0.371878530921283,0.212,0.321,1,"Not significant",0
"Tm2d3",0.0189768080340879,-0.687142895527634,0.071,0.143,1,"Not significant",0
"Ccnc",0.01897959978147,-0.618501229922503,0.109,0.193,1,"Not significant",0
"Srcin1",0.0189935155396969,-0.264830732451037,0.321,0.457,1,"Not significant",0
"Fance",0.0190885392359913,-1.14948610958484,0.045,0.106,1,"Not significant",0
"Slc1a2",0.0191560150320432,-0.517217894085322,0.083,0.161,1,"Not significant",0
"Serp2",0.0193319312165444,-0.885605300065345,0.058,0.125,1,"Not significant",0
"Sirt4",0.0193706219569438,-1.02310882381528,0.051,0.116,1,"Not significant",0
"Rsrc1",0.0194582778721108,-0.412881234270586,0.199,0.305,1,"Not significant",0
"Sgk1",0.0194816016220752,-0.685615425781041,0.096,0.176,1,"Not significant",0
"E430024P14Rik",0.0194892592946595,-0.747830822226738,0.064,0.134,1,"Not significant",0
"Rsbn1l",0.0194933625518562,-0.369787530430096,0.154,0.25,1,"Not significant",0
"Ddx55",0.019506397015247,-0.149486109584835,0.179,0.292,1,"Not significant",0
"Nat8l",0.0195478914572479,-1.0779328485598,0.045,0.106,1,"Not significant",0
"Pak6",0.0195559445766587,-0.946610686341236,0.09,0.163,1,"Not significant",0
"Abhd14b",0.0195634890673887,-0.981886161088767,0.051,0.116,1,"Not significant",0
"Gtf3c1",0.0195722042734561,-0.628249206474066,0.154,0.242,1,"Not significant",0
"Gm44257",0.0195886396445249,-0.942523728817993,0.071,0.139,1,"Not significant",0
"Pcsk7",0.019636563433034,-0.743726423894002,0.109,0.189,1,"Not significant",0
"Pik3r1",0.0196937949725828,-0.981886161088767,0.045,0.106,1,"Not significant",0
"Slc16a2",0.0197127075729034,-0.981886161088767,0.051,0.116,1,"Not significant",0
"Vps13d",0.0197478325182359,-0.175111917260329,0.321,0.472,1,"Not significant",0
"Usp20",0.0198020415397388,-0.436297898701755,0.199,0.299,1,"Not significant",0
"Dnah7c",0.0198626124089397,-0.981886161088767,0.051,0.116,1,"Not significant",0
"Trappc6b",0.0199080765362055,-0.93945089476837,0.051,0.116,1,"Not significant",0
"Fmn1",0.0200352861999419,-1.1294018635415,0.083,0.154,1,"Not significant",0
"Uqcrc2",0.0201100377866579,-0.614828690711744,0.096,0.176,1,"Not significant",0
"Panx2",0.0201279109127873,-0.780252299919116,0.051,0.116,1,"Not significant",0
"Timmdc1",0.0201480216992197,-0.582312922307207,0.051,0.117,1,"Not significant",0
"Slc25a4",0.0202079022834784,-0.932255393364166,0.064,0.132,1,"Not significant",0
"Dph6",0.0202299586085895,-0.677682566278568,0.083,0.158,1,"Not significant",0
"Aebp2",0.0202569127271323,-0.895729517339052,0.051,0.116,1,"Not significant",0
"Syvn1",0.0202569127271323,-0.895729517339052,0.051,0.116,1,"Not significant",0
"March3",0.0203280212943327,-0.571156701196126,0.083,0.161,1,"Not significant",0
"Esco1",0.0203393229900437,-0.673337096002604,0.109,0.189,1,"Not significant",0
"Cltb",0.0203655098492604,-0.391687012001463,0.173,0.268,1,"Not significant",0
"Cox8a",0.0203779209940549,-1.17511191726033,0.051,0.114,1,"Not significant",0
"Slc22a5",0.0203971955483034,-0.850641627810514,0.045,0.106,1,"Not significant",0
"Rps6kb2",0.0205339144033439,0.829801181764871,0.327,0.259,1,"Not significant",0
"Abcg4",0.0205348496349694,-0.827558014697473,0.045,0.106,1,"Not significant",0
"Slc30a5",0.020556144270199,-1.00264472125556,0.077,0.147,1,"Not significant",0
"Enpp2",0.0206559671278259,-1.36521480064027,0.045,0.105,1,"Not significant",0
"Nom1",0.0207293494549321,-0.675282740317574,0.096,0.174,1,"Not significant",0
"Cpne6",0.0207318187026712,0.7008743898175,0.308,0.226,1,"Not significant",0
"Ddx17",0.0207449791523241,-0.0830802956119348,0.429,0.624,1,"Not significant",0
"Ppp4r4",0.0207454938916199,-0.435340887030915,0.128,0.22,1,"Not significant",0
"Dnah7b",0.0208186154881789,-0.980785287291825,0.103,0.178,1,"Not significant",0
"Scn2a",0.0208402568101793,-0.0852670118701319,0.641,0.833,1,"Not significant",0
"Cox7b",0.020847676506421,-0.865141197505629,0.051,0.116,1,"Not significant",0
"Wbp4",0.0208709550079822,-0.640074641870856,0.09,0.167,1,"Not significant",0
"Txlng",0.0209214484425294,-0.238916731598218,0.224,0.338,1,"Not significant",0
"Gskip",0.0209822524355122,-0.865141197505629,0.051,0.116,1,"Not significant",0
"Mpp6",0.0210064895021228,-0.73718357802723,0.083,0.158,1,"Not significant",0
"Ube2o",0.0210245290509935,0.575228354679273,0.494,0.444,1,"Not significant",0
"Tasor",0.0210346350296855,-0.290770108052188,0.353,0.484,1,"Not significant",0
"Kazn",0.0210589361058198,-0.417682220534408,0.147,0.244,1,"Not significant",0
"Optn",0.0210794972980491,-0.661607803420497,0.103,0.182,1,"Not significant",0
"Zfp410",0.0211017733839454,-0.73961031542177,0.051,0.116,1,"Not significant",0
"Orc6",0.0211043792695066,-1.09145398821342,0.051,0.114,1,"Not significant",0
"Cry2",0.0211243554049215,-0.693540666725785,0.103,0.182,1,"Not significant",0
"Sept6",0.0211587538717734,-1.26137898965573,0.045,0.105,1,"Not significant",0
"Slc35a3",0.0211651836723367,-0.844382637338831,0.051,0.116,1,"Not significant",0
"Phka2",0.0211785793086493,-0.480692018060208,0.109,0.193,1,"Not significant",0
"Pmm2",0.0212132017076109,-0.823321021811002,0.051,0.116,1,"Not significant",0
"Gm1673",0.0213179118236456,-0.945311546189612,0.058,0.123,1,"Not significant",0
"Gfm2",0.0213434692185433,-0.654721417835257,0.141,0.226,1,"Not significant",0
"Zfp949",0.0213549177827907,-0.722536802062828,0.09,0.165,1,"Not significant",0
"Wsb1",0.0213914312009637,-0.314230871921467,0.365,0.495,1,"Not significant",0
"Tmco3",0.021406834758857,-0.73961031542177,0.096,0.172,1,"Not significant",0
"Vps39",0.0214137931492834,-0.673337096002604,0.115,0.196,1,"Not significant",0
"Rin2",0.0214149765529691,-0.780252299919116,0.045,0.106,1,"Not significant",0
"Pik3c2b",0.0215795941536335,-0.671023230164357,0.071,0.141,1,"Not significant",0
"Glt8d1",0.0215923501912763,-0.445268052206307,0.186,0.283,1,"Not significant",0
"Atp10a",0.0216700312633058,-1.17256972269788,0.045,0.105,1,"Not significant",0
"Zfp799",0.021728169820997,-0.680716626368202,0.103,0.182,1,"Not significant",0
"Adcy2",0.0217948256342831,-0.291993881965712,0.314,0.45,1,"Not significant",0
"Rab15",0.0218071703322297,-0.81677817594423,0.064,0.132,1,"Not significant",0
"Acly",0.021920228321586,-0.827558014697473,0.045,0.106,1,"Not significant",0
"Zfp445",0.0219330904678665,-0.230913708928681,0.333,0.479,1,"Not significant",0
"Man2a1",0.0220028238092882,-0.932255393364166,0.058,0.123,1,"Not significant",0
"Ssr1",0.0220155264260683,-1.12602713676085,0.045,0.105,1,"Not significant",0
"Mirg",0.0220866777689075,-0.181350608240086,0.481,0.681,1,"Not significant",0
"Tmem38a",0.0220955883667073,-0.666595518123549,0.115,0.196,1,"Not significant",0
"Msantd2",0.0220956928644746,-0.536326717033026,0.154,0.242,1,"Not significant",0
"Metap1d",0.0221038509279475,-0.297651516827637,0.224,0.332,1,"Not significant",0
"Ppfibp1",0.0221532600190347,-1.0697589171141,0.071,0.138,1,"Not significant",0
"Tmem164",0.0222073997567199,-0.646985769055652,0.077,0.15,1,"Not significant",0
"Ggt7",0.0222484257759676,-0.145901772235796,0.205,0.312,1,"Not significant",0
"Dhx8",0.022266335221377,-0.780252299919116,0.045,0.106,1,"Not significant",0
"Efr3a",0.0224072178218541,-0.605573768506169,0.09,0.167,1,"Not significant",0
"Scaf11",0.0224823420041219,-0.369319198973009,0.173,0.27,1,"Not significant",0
"Lin7a",0.0224978693631601,-0.307499302783985,0.237,0.35,1,"Not significant",0
"Ptprd",0.0225340955642283,-0.362091237761885,0.974,0.928,1,"Not significant",0
"Gtf2a1",0.0226219553606244,-0.834700083941492,0.064,0.13,1,"Not significant",0
"Bsdc1",0.0226462390235108,-0.895729517339052,0.096,0.169,1,"Not significant",0
"Prpf3",0.0228145113228408,-0.697790139727143,0.077,0.149,1,"Not significant",0
"5330417C22Rik",0.0228882069320276,-0.352158647814826,0.295,0.413,1,"Not significant",0
"Jarid2",0.0230170024948953,-0.303349545055413,0.192,0.301,1,"Not significant",0
"Xndc1",0.0230761990084032,-0.914108046653907,0.064,0.13,1,"Not significant",0
"Atg2b",0.0230944051503825,-0.769281182098112,0.128,0.207,1,"Not significant",0
"2810004N23Rik",0.023173344956091,-0.654721417835257,0.135,0.218,1,"Not significant",0
"Ipo7",0.0233131098644962,-0.718851755254973,0.083,0.156,1,"Not significant",0
"Epha4",0.0233175707428241,-0.769759926101474,0.115,0.194,1,"Not significant",0
"Glis2",0.0233688223037856,-0.979561108142522,0.045,0.105,1,"Not significant",0
"Dnajc18",0.0233831919821098,-0.876011282724547,0.096,0.169,1,"Not significant",0
"Sept3",0.0234430269829595,-0.506875949863863,0.141,0.226,1,"Not significant",0
"Herc2",0.0234430802150204,0.475208886209877,0.583,0.651,1,"Not significant",0
"Cttnbp2",0.0234505475572545,-0.211777921986529,0.295,0.417,1,"Not significant",0
"Axin2",0.0234511107311025,-0.628249206474066,0.064,0.132,1,"Not significant",0
"Tmem63b",0.0234945511221157,0.504315267464319,0.532,0.492,1,"Not significant",0
"Eef2k",0.0235419748857395,-0.606222900144067,0.115,0.196,1,"Not significant",0
"Tdg",0.023552895300832,-0.956102135318533,0.045,0.105,1,"Not significant",0
"Zfp292",0.0235542829700427,-0.217116161651138,0.314,0.444,1,"Not significant",0
"Tbce",0.0235587518127695,-0.345849475773341,0.218,0.328,1,"Not significant",0
"Fsd1l",0.0236958667849984,-0.417682220534408,0.16,0.251,1,"Not significant",0
"Apbb3",0.0237764052120611,-0.960824545560937,0.058,0.121,1,"Not significant",0
"Fbxl16",0.0237836829176986,-0.382916802373731,0.115,0.202,1,"Not significant",0
"Ints10",0.0238721130288027,-0.600273633812881,0.147,0.231,1,"Not significant",0
"Atp6v1e1",0.0238916310287533,-0.780252299919116,0.077,0.147,1,"Not significant",0
"Ntrk3",0.024049840855438,-0.221916301243314,0.609,0.782,1,"Not significant",0
"Slc2a3",0.0240729414874121,-0.570329230544884,0.16,0.246,1,"Not significant",0
"Pex3",0.0241768735374474,-0.72580451589674,0.096,0.171,1,"Not significant",0
"Tmem181a",0.0241908622792824,-0.19528979919796,0.237,0.36,1,"Not significant",0
"Chst11",0.0242334662972106,-0.398573397586703,0.167,0.261,1,"Not significant",0
"Tyk2",0.0242483424985062,-1.0697589171141,0.051,0.112,1,"Not significant",0
"Zfp955b",0.0242483703557127,-1.09145398821342,0.051,0.112,1,"Not significant",0
"Hmbox1",0.0242664870412454,-0.641546029087524,0.103,0.18,1,"Not significant",0
"Naa20",0.0242708403038985,-0.709862972027718,0.071,0.139,1,"Not significant",0
"1110002L01Rik",0.0243859401252378,-1.23968391855641,0.045,0.103,1,"Not significant",0
"Gigyf2",0.0244097907821042,-0.282752640448299,0.321,0.45,1,"Not significant",0
"Zfp385a",0.0245080999010486,-0.942523728817993,0.083,0.152,1,"Not significant",0
"Ncdn",0.0245453520682544,-0.547275127941502,0.077,0.149,1,"Not significant",0
"Rnf220",0.024585255552708,-0.839145988972684,0.071,0.139,1,"Not significant",0
"Dchs2",0.0246185025917893,-0.597388242769305,0.083,0.156,1,"Not significant",0
"Kdm6a",0.024639273511577,-0.661607803420497,0.096,0.171,1,"Not significant",0
"Aldh9a1",0.0246694078003473,-1.02536479775565,0.051,0.112,1,"Not significant",0
"Cep192",0.0247757707415176,-0.677682566278568,0.09,0.163,1,"Not significant",0
"Fbxo36",0.0247801533226837,-0.484796416392945,0.115,0.196,1,"Not significant",0
"Nap1l4",0.0247851971308835,-0.795202641385087,0.09,0.161,1,"Not significant",0
"Hsp90b1",0.024790529941188,-0.207673523653792,0.327,0.459,1,"Not significant",0
"Hsd17b4",0.024792091406917,-0.850641627810514,0.045,0.105,1,"Not significant",0
"Usp34",0.0247992225265647,0.323770764624112,0.756,0.804,1,"Not significant",0
"Dnajc17",0.0249696649681007,-1.14948610958484,0.045,0.103,1,"Not significant",0
